Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
518,tt10618286,2026-01-11,2026-01-11,,"Mank","Mank",https://www.imdb.com/title/tt10618286/,Filme,6.8,131,2020,"Biografia, Drama",105489,2020-12-04,"David Fincher",6,2026-01-11
519,tt0480025,2026-01-12,2026-01-12,,"Isto é Inglaterra","This Is England",https://www.imdb.com/title/tt0480025/,Filme,7.7,101,2006,"Policial, Drama",135818,2007-04-27,"Shane Meadows",9,2026-01-12
520,tt0093779,2026-01-26,2026-01-26,,"A Princesa Prometida","The Princess Bride",https://www.imdb.com/title/tt0093779/,Filme,8.0,98,1987,"Aventura, Comédia, Família, Fantasia, Romance",489263,1988-01-29,"Rob Reiner",9,2026-01-26
521,tt4034228,2026-01-28,2026-01-28,,"Manchester à Beira-Mar","Manchester by the Sea",https://www.imdb.com/title/tt4034228/,Filme,7.8,137,2016,"Drama",360983,2017-01-19,"Kenneth Lonergan",8,2026-01-28
522,tt33028976,2026-01-28,2026-01-28,,"731","731",https://www.imdb.com/title/tt33028976/,Filme,3.3,125,2025,"Drama, História, Terror, Suspense, Guerra",1753,2025-09-18,"Linshan Zhao",8,2026-01-28
523,tt0079470,2026-01-30,2026-01-30,,"A Vida de Brian","Monty Python's Life of Brian",https://www.imdb.com/title/tt0079470/,Filme,8.0,94,1979,"Comédia",435186,1980-05-30,"Terry Jones",5,2026-01-30
524,tt0003772,2026-02-01,2026-02-01,,"Cinderella","Cinderella",https://www.imdb.com/title/tt0003772/,Filme,6.0,52,1914,"Fantasia, Drama",1147,1914-12-28,"James Kirkwood",5,2026-02-01
525,tt0111161,2026-02-01,2026-02-01,,"Um Sonho de Liberdade","The Shawshank Redemption",https://www.imdb.com/title/tt0111161/,Filme,9.3,142,1994,"Drama",3221305,1995-03-17,"Frank Darabont",9,2026-02-01
526,tt0069762,2026-02-01,2026-02-01,,"Terra de Ninguém","Badlands",https://www.imdb.com/title/tt0069762/,Filme,7.7,94,1973,"Ação, Policial, Drama",85107,1974-01-05,"Terrence Malick",4,2026-02-01
527,tt10366460,2026-02-01,2026-02-01,,"No Ritmo do Coração","CODA",https://www.imdb.com/title/tt10366460/,Filme,8.0,111,2021,"Comédia, Drama, Musical",231125,2021-08-13,"Sian Heder",10,2026-02-01
528,tt0061395,2026-02-07,2026-02-07,,"A Bela da Tarde","Belle de jour",https://www.imdb.com/title/tt0061395/,Filme,7.6,100,1967,"Drama, Romance",53824,1967-05-24,"Luis Buñuel",5,2026-02-07
529,tt0266308,2026-02-14,2026-02-14,,"Batalha Real","Batoru Rowaiaru",https://www.imdb.com/title/tt0266308/,Filme,7.5,114,2000,"Ação, Drama, Suspense",208379,2001-05-18,"Kinji Fukasaku",8,2026-02-14
530,tt20215234,2026-03-05,2026-03-05,,"Conclave","Conclave",https://www.imdb.com/title/tt20215234/,Filme,7.4,120,2024,"Drama, Suspense",285471,2025-01-23,"Edward Berger",7,2026-03-05
531,tt3099498,2026-03-09,2026-03-09,,"Tusk: A Transformação","Tusk",https://www.imdb.com/title/tt3099498/,Filme,5.4,102,2014,"Comédia, Terror",74468,2014-09-19,"Kevin Smith",6,2026-03-09
532,tt0251736,2026-03-09,2026-03-09,,"A Casa dos 1000 Corpos","House of 1000 Corpses",https://www.imdb.com/title/tt0251736/,Filme,6.0,89,2003,"Terror",100853,2003-04-11,"Rob Zombie",6,2026-03-09
533,tt36598036,2026-03-11,2026-03-11,,"Nanjing: Luz na Escuridão","Nan Jing zhao xiang guan",https://www.imdb.com/title/tt36598036/,Filme,7.6,137,2025,"Drama, História, Guerra",3636,2025-07-25,"Ao Shen",8,2026-03-11
534,tt0347048,2026-04-14,2026-04-14,,"Contra a Parede","Gegen die Wand",https://www.imdb.com/title/tt0347048/,Filme,7.8,121,2004,"Drama, Romance",61188,2004-03-11,"Fatih Akin",7,2026-04-14
535,tt0093191,2026-04-14,2026-04-14,,"Asas do Desejo","Der Himmel über Berlin",https://www.imdb.com/title/tt0093191/,Filme,7.9,128,1987,"Drama, Fantasia, Romance",84531,1988-05-20,"Wim Wenders",6,2026-04-14
536,tt5074352,2026-04-14,2026-04-14,,"Dangal","Dangal",https://www.imdb.com/title/tt5074352/,Filme,8.3,161,2016,"Ação, Biografia, Drama, Esportes",246542,2017-10-19,"Nitesh Tiwari",9,2026-07-14
537,tt2854926,2026-04-20,2026-04-20,,"Te Peguei!","Tag",https://www.imdb.com/title/tt2854926/,Filme,6.5,100,2018,"Ação, Comédia",163262,2018-08-23,"Jeff Tomsic",7,2026-04-20
538,tt30144839,2026-04-20,2026-04-20,,"Uma Batalha Após a Outra","One Battle After Another",https://www.imdb.com/title/tt30144839/,Filme,7.6,161,2025,"Policial, Suspense",435034,2025-09-25,"Paul Thomas Anderson",5,2026-04-20
539,tt7339248,2026-04-20,2026-04-20,,"A Arte da Autodefesa","The Art of Self-Defense",https://www.imdb.com/title/tt7339248/,Filme,6.6,104,2019,"Ação, Comédia, Policial, Drama, Mistério, Suspense",43859,2020-01-17,"Riley Stearns",6,2026-04-20
540,tt1757678,2026-05-16,2026-05-16,,"Avatar: Fogo e Cinzas","Avatar: Fire and Ash",https://www.imdb.com/title/tt1757678/,Filme,7.2,197,2025,"Ação, Aventura, Drama, Fantasia, Ficção científica",202276,2025-12-19,"James Cameron",7,2026-05-16
541,tt10676052,2026-05-16,2026-05-16,,"Quarteto Fantástico: Primeiros Passos","The Fantastic Four: First Steps",https://www.imdb.com/title/tt10676052/,Filme,6.8,115,2025,"Ação, Aventura, Ficção científica",281062,2025-07-24,"Matt Shakman",7,2026-05-16
542,tt9603208,2026-05-16,2026-05-16,,"Missão: Impossível - O Acerto Final","Mission: Impossible - The Final Reckoning",https://www.imdb.com/title/tt9603208/,Filme,7.1,169,2025,"Ação, Aventura, Suspense",238005,2025-05-22,"Christopher McQuarrie",7,2026-05-16
543,tt2080374,2026-06-09,2026-06-09,,"Steve Jobs","Steve Jobs",https://www.imdb.com/title/tt2080374/,Filme,7.2,122,2015,"Biografia, Drama",187973,2016-01-14,"Danny Boyle",7,2026-06-09
544,tt14849194,2026-06-24,2026-06-24,,"Os Rejeitados","The Holdovers",https://www.imdb.com/title/tt14849194/,Filme,7.9,133,2023,"Comédia, Drama",272210,2023-11-10,"Alexander Payne",8,2026-06-24
545,tt27497448,2026-06-27,2026-06-27,,"O Cavaleiro dos Sete Reinos","A Knight of the Seven Kingdoms",https://www.imdb.com/title/tt27497448/,Série de TV,8.6,60,2026,"Aventura, Drama, Fantasia",274404,2026-01-19,,10,2026-06-27
546,tt7366338,2026-06-27,2026-06-27,,"Chernobyl","Chernobyl",https://www.imdb.com/title/tt7366338/,Minissérie de televisão,9.3,60,2019,"Drama, História, Suspense",1055515,2019-05-10,,8,2026-06-27
547,tt32916440,2026-06-27,2026-06-27,,"Marty Supreme","Marty Supreme",https://www.imdb.com/title/tt32916440/,Filme,7.6,149,2025,"Comédia, Drama, Esportes",209558,2026-01-22,"Josh Safdie",8,2026-06-27
548,tt0037884,2026-06-29,2026-06-29,,"Farrapo Humano","The Lost Weekend",https://www.imdb.com/title/tt0037884/,Filme,7.8,101,1945,"Drama, Filme noir",43533,1946-01,"Billy Wilder",9,2026-06-29
549,tt0993840,2026-07-03,2026-07-03,,"Army of the Dead: Invasão em Las Vegas","Army of the Dead",https://www.imdb.com/title/tt0993840/,Filme,5.8,148,2021,"Ação, Aventura, Policial, Drama, Terror, Ficção científica, Suspense, Guerra",202168,2021-05-21,"Zack Snyder",6,2026-07-03
550,tt23137904,2026-07-03,2026-07-03,,"Rebel Moon - Parte 2: A Marcadora de Cicatrizes","Rebel Moon - Part Two: The Scargiver",https://www.imdb.com/title/tt23137904/,Filme,5.3,122,2024,"Ação, Aventura, Drama, Fantasia, Ficção científica",64608,2024-04-19,"Zack Snyder",4,2026-07-03
551,tt14998742,2026-07-03,2026-07-03,,"Rebel Moon - Parte 1: A Menina do Fogo","Rebel Moon - Part One: A Child of Fire",https://www.imdb.com/title/tt14998742/,Filme,5.6,133,2023,"Ação, Aventura, Drama, Fantasia, Ficção científica",141798,2023-12-22,"Zack Snyder",5,2026-07-03
552,tt0974015,2026-07-03,2026-07-03,,"Liga da Justiça","Justice League",https://www.imdb.com/title/tt0974015/,Filme,6.0,120,2017,"Ficção científica",508056,2017-11-15,"Zack Snyder",5,2026-07-03
553,tt0416449,2026-07-03,2026-07-03,,"300","300",https://www.imdb.com/title/tt0416449/,Filme,7.6,117,2006,"Ação, Drama",918778,2007-03-30,"Zack Snyder",5,2026-07-03
554,tt1219342,2026-07-03,2026-07-03,,"A Lenda dos Guardiões","Legend of the Guardians: The Owls of Ga'Hoole",https://www.imdb.com/title/tt1219342/,Filme,6.9,97,2010,"Animação, Ação, Aventura, Drama, Família, Fantasia, Mistério, Suspense, Guerra",92419,2010-10-08,"Zack Snyder",8,2026-07-03
555,tt1028528,2026-07-18,2026-07-18,,"À Prova de Morte","Death Proof",https://www.imdb.com/title/tt1028528/,Filme,7.0,127,2007,"Drama, Suspense",335943,2010-07-16,"Quentin Tarantino",5,2026-07-18
556,tt32246771,2026-07-18,2026-07-18,,"Faça Ela Voltar","Bring Her Back",https://www.imdb.com/title/tt32246771/,Filme,7.1,104,2025,"Terror, Mistério",137800,2025-08-21,"Danny Philippou, Michael Philippou",9,2026-07-18
557,tt1136608,2026-07-18,2026-07-18,,"Distrito 9","District 9",https://www.imdb.com/title/tt1136608/,Filme,7.9,112,2009,"Ação, Ficção científica, Suspense",755908,2009-10-16,"Neill Blomkamp",9,2026-07-18
558,tt37287335,2026-07-20,2026-07-20,,"Obsessão","Obsession",https://www.imdb.com/title/tt37287335/,Filme,7.9,109,2025,"Terror, Romance, Suspense",308643,2026-05-14,"Curry Barker",9,2026-07-20
559,tt11378946,2026-07-20,2026-07-20,,"Michael","Michael",https://www.imdb.com/title/tt11378946/,Filme,7.4,127,2026,"Biografia, Drama, História, Musical",168071,2026-04-24,"Antoine Fuqua",7,2026-07-20
560,tt12042730,2026-07-20,2026-07-20,,"Devoradores de Estrelas","Project Hail Mary",https://www.imdb.com/title/tt12042730/,Filme,8.2,156,2026,"Aventura, Comédia, Drama, Ficção científica",494877,2026-03-20,"Phil Lord, Christopher Miller",8,2026-07-20
561,tt10799690,2026-07-20,2026-07-20,,"Boca de Fumo","Trap House",https://www.imdb.com/title/tt10799690/,Filme,5.5,101,2025,"Ação, Policial",8587,2025-12-31,"Michael Dowse",7,2026-07-20
562,tt0107048,2026-07-20,2026-07-20,,"Feitiço do Tempo","Groundhog Day",https://www.imdb.com/title/tt0107048/,Filme,8.0,101,1993,"Comédia, Drama, Fantasia, Romance",739258,1993-09-17,"Harold Ramis",7,2026-07-20
563,tt0359950,2026-07-20,2026-07-20,,"A Vida Secreta de Walter Mitty","The Secret Life of Walter Mitty",https://www.imdb.com/title/tt0359950/,Filme,7.3,114,2013,"Aventura, Comédia, Drama, Fantasia, Romance",375496,2013-12-20,"Ben Stiller",8,2026-07-20
564,tt11655202,2026-07-26,2026-07-26,,"Loucos por Justiça","Retfærdighedens ryttere",https://www.imdb.com/title/tt11655202/,Filme,7.5,116,2020,"Ação, Comédia, Drama, Suspense",77083,2021-08-30,"Anders Thomas Jensen",7,2026-07-26
565,tt0458352,2026-07-26,2026-07-26,,"O Diabo Veste Prada","The Devil Wears Prada",https://www.imdb.com/title/tt0458352/,Filme,7.0,109,2006,"Comédia, Drama",567022,2006-09-22,"David Frankel",7,2026-07-26
566,tt1454468,2026-07-26,2026-07-26,,"Gravidade","Gravity",https://www.imdb.com/title/tt1454468/,Filme,7.7,91,2013,"Drama, Ficção científica, Suspense",904120,2013-10-11,"Alfonso Cuarón",7,2026-07-26
567,tt5537002,2026-07-27,2026-07-27,,"Assassinos da Lua das Flores","Killers of the Flower Moon",https://www.imdb.com/title/tt5537002/,Filme,7.5,206,2023,"Policial, Drama, História, Faroeste",311337,2023-10-19,"Martin Scorsese",8,2026-07-27
568,tt0427340,2026-07-28,2026-07-28,,"Mestres do Universo","Masters of the Universe",https://www.imdb.com/title/tt0427340/,Filme,6.5,140,2026,"Ação, Aventura, Fantasia, Ficção científica",100184,2026-06-05,"Travis Knight",6,2026-07-28
569,tt2027178,2026-08-08,2026-08-08,,"O Homem do Futuro","O Homem do Futuro",https://www.imdb.com/title/tt2027178/,Filme,7.0,106,2011,"Aventura, Comédia, Fantasia, Romance, Ficção científica",7999,2011-09-02,"Cláudio Torres",7,2026-08-08
